record_num,timestamp,open,high,low,close,buy_count,sell_count,volume,volume_delta,cumulative_volume_delta,cumulative_volume
912,2025-06-12 09:34:00,6065.50,6067.50,6063.50,6064.00,80,136,216,-56,-720,29343
913,2025-06-12 09:35:00,6064.25,6065.75,6063.00,6064.50,219,448,667,-229,-949,30010
914,2025-06-12 09:36:00,6064.50,6064.75,6061.75,6063.00,130,192,322,-62,-1011,30332
915,2025-06-12 09:37:00,6063.25,6065.75,6062.50,6064.75,104,134,238,-30,-1041,30570
916,2025-06-12 09:38:00,6064.50,6071.00,6064.00,6069.50,138,163,301,-25,-1066,30871
917,2025-06-12 09:39:00,6070.00,6072.00,6069.25,6070.00,91,73,164,18,-1048,31035
918,2025-06-12 09:40:00,6070.00,6072.50,6070.00,6071.25,118,95,213,23,-1025,31248
919,2025-06-12 09:41:00,6071.25,6072.25,6069.25,6071.75,83,76,159,7,-1018,31407
920,2025-06-12 09:42:00,6071.75,6072.50,6070.75,6072.50,66,68,134,-2,-1020,31541
921,2025-06-12 09:43:00,6072.25,6075.00,6072.25,6074.25,124,130,254,-6,-1026,31795
922,2025-06-12 09:44:00,6074.00,6074.00,6072.25,6073.75,95,85,180,10,-1016,31975
923,2025-06-12 09:45:00,6073.50,6074.25,6070.75,6071.00,149,115,264,34,-982,32239
924,2025-06-12 09:46:00,6071.00,6073.25,6071.00,6072.25,59,64,123,-5,-987,32362
925,2025-06-12 09:47:00,6072.25,6073.25,6071.50,6072.25,33,49,82,-16,-1003,32444
926,2025-06-12 09:48:00,6072.25,6074.50,6071.50,6074.00,86,72,158,14,-989,32602
927,2025-06-12 09:49:00,6074.00,6076.25,6073.50,6075.75,85,49,134,36,-953,32736
928,2025-06-12 09:50:00,6075.75,6077.50,6074.00,6074.75,133,87,220,46,-907,32956
929,2025-06-12 09:51:00,6074.75,6075.50,6073.25,6075.00,103,141,244,-38,-945,33200
930,2025-06-12 09:52:00,6075.25,6078.50,6074.75,6078.50,106,140,246,-34,-979,33446
931,2025-06-12 09:53:00,6078.50,6078.50,6077.00,6077.50,78,121,199,-43,-1022,33645
932,2025-06-12 09:54:00,6077.75,6079.25,6077.25,6077.75,126,80,206,46,-976,33851
933,2025-06-12 09:55:00,6077.00,6077.00,6070.25,6071.75,137,135,272,2,-974,34123
934,2025-06-12 09:56:00,6071.75,6075.50,6071.50,6075.50,56,65,121,-9,-983,34244
935,2025-06-12 09:57:00,6075.50,6076.00,6075.00,6075.00,62,138,200,-76,-1059,34444
936,2025-06-12 09:58:00,6075.00,6075.00,6071.50,6073.25,39,76,115,-37,-1096,34559
937,2025-06-12 09:59:00,6073.00,6074.75,6073.00,6074.25,38,52,90,-14,-1110,34649
938,2025-06-12 10:00:00,6074.25,6075.75,6073.00,6074.00,84,92,176,-8,-1118,34825
939,2025-06-12 10:01:00,6074.25,6077.00,6074.25,6076.50,56,84,140,-28,-1146,34965
940,2025-06-12 10:02:00,6076.50,6077.75,6075.75,6075.75,51,53,104,-2,-1148,35069
941,2025-06-12 10:03:00,6075.50,6076.50,6073.75,6074.50,42,65,107,-23,-1171,35176
942,2025-06-12 10:04:00,6074.50,6076.00,6073.50,6075.50,43,54,97,-11,-1182,35273
943,2025-06-12 10:05:00,6075.75,6077.00,6074.50,6075.25,56,73,129,-17,-1199,35402
944,2025-06-12 10:06:00,6075.25,6076.75,6074.25,6076.75,35,87,122,-52,-1251,35524
945,2025-06-12 10:07:00,6076.75,6083.25,6076.75,6081.25,348,312,660,36,-1215,36184
946,2025-06-12 10:08:00,6081.25,6082.50,6079.25,6082.25,104,90,194,14,-1201,36378
947,2025-06-12 10:09:00,6082.00,6082.25,6080.25,6081.00,61,52,113,9,-1192,36491
948,2025-06-12 10:10:00,6081.50,6082.25,6080.75,6081.25,65,72,137,-7,-1199,36628
949,2025-06-12 10:11:00,6081.25,6081.75,6080.75,6081.00,45,57,102,-12,-1211,36730
950,2025-06-12 10:12:00,6081.25,6083.50,6081.25,6082.00,86,60,146,26,-1185,36876
951,2025-06-12 10:13:00,6082.25,6083.25,6082.00,6082.75,41,95,136,-54,-1239,37012
952,2025-06-12 10:14:00,6082.75,6086.25,6082.75,6085.50,198,60,258,138,-1101,37270
953,2025-06-12 10:15:00,6085.50,6087.25,6085.25,6086.50,69,49,118,20,-1081,37388
954,2025-06-12 10:16:00,6086.00,6087.00,6084.75,6086.25,111,76,187,35,-1046,37575
955,2025-06-12 10:17:00,6086.25,6090.50,6086.25,6089.50,116,24,140,92,-954,37715
956,2025-06-12 10:18:00,6089.75,6090.25,6087.25,6088.00,104,73,177,31,-923,37892
957,2025-06-12 10:19:00,6088.00,6089.50,6088.00,6089.00,162,101,263,61,-862,38155
958,2025-06-12 10:20:00,6089.00,6090.00,6089.00,6089.00,70,33,103,37,-825,38258
959,2025-06-12 10:21:00,6089.00,6089.75,6087.50,6088.75,69,58,127,11,-814,38385
960,2025-06-12 10:22:00,6089.25,6089.50,6088.50,6089.25,46,34,80,12,-802,38465
961,2025-06-12 10:23:00,6089.25,6091.50,6089.25,6090.25,78,33,111,45,-757,38576
962,2025-06-12 10:24:00,6090.25,6090.25,6089.00,6089.50,43,62,105,-19,-776,38681
963,2025-06-12 10:25:00,6089.50,6089.50,6086.75,6087.75,124,146,270,-22,-798,38951
964,2025-06-12 10:26:00,6088.00,6091.25,6087.75,6091.25,104,64,168,40,-758,39119
965,2025-06-12 10:27:00,6091.25,6092.75,6091.25,6092.25,132,54,186,78,-680,39305
966,2025-06-12 10:28:00,6092.25,6093.50,6090.50,6092.75,140,90,230,50,-630,39535
967,2025-06-12 10:29:00,6092.75,6093.00,6091.25,6091.75,83,104,187,-21,-651,39722
968,2025-06-12 10:30:00,6092.00,6092.75,6091.00,6092.50,108,94,202,14,-637,39924
969,2025-06-12 10:31:00,6092.50,6093.75,6092.00,6092.25,78,42,120,36,-601,40044
970,2025-06-12 10:32:00,6092.50,6092.50,6090.50,6091.75,73,59,132,14,-587,40176
971,2025-06-12 10:33:00,6091.75,6093.25,6091.25,6093.00,69,39,108,30,-557,40284
972,2025-06-12 10:34:00,6093.25,6094.25,6093.00,6093.00,80,54,134,26,-531,40418
973,2025-06-12 10:35:00,6092.75,6093.25,6091.75,6092.00,54,61,115,-7,-538,40533
974,2025-06-12 10:36:00,6092.00,6093.25,6091.50,6093.25,48,55,103,-7,-545,40636
975,2025-06-12 10:37:00,6093.25,6097.75,6093.25,6097.00,231,134,365,97,-448,41001
976,2025-06-12 10:38:00,6097.00,6097.25,6095.50,6096.25,62,46,108,16,-432,41109
977,2025-06-12 10:39:00,6096.00,6096.25,6095.75,6096.00,38,17,55,21,-411,41164
978,2025-06-12 10:40:00,6096.25,6098.25,6096.25,6097.50,106,97,203,9,-402,41367
979,2025-06-12 10:41:00,6097.75,6098.00,6096.50,6096.75,56,54,110,2,-400,41477
980,2025-06-12 10:42:00,6097.00,6097.50,6095.75,6095.75,62,55,117,7,-393,41594
981,2025-06-12 10:43:00,6096.00,6097.50,6096.00,6097.25,50,23,73,27,-366,41667
982,2025-06-12 10:44:00,6097.00,6097.25,6096.00,6096.50,20,19,39,1,-365,41706
983,2025-06-12 10:45:00,6096.50,6097.00,6096.00,6097.00,58,32,90,26,-339,41796
984,2025-06-12 10:46:00,6097.00,6097.50,6096.75,6097.00,33,8,41,25,-314,41837
985,2025-06-12 10:47:00,6096.75,6098.00,6096.75,6098.00,56,30,86,26,-288,41923
986,2025-06-12 10:48:00,6098.25,6098.25,6097.00,6097.00,59,63,122,-4,-292,42045
987,2025-06-12 10:49:00,6097.50,6097.50,6097.00,6097.50,21,34,55,-13,-305,42100
988,2025-06-12 10:50:00,6097.50,6097.50,6095.25,6097.00,55,110,165,-55,-360,42265
989,2025-06-12 10:51:00,6097.25,6097.25,6095.00,6095.25,53,64,117,-11,-371,42382
990,2025-06-12 10:52:00,6095.50,6096.25,6095.25,6095.75,60,56,116,4,-367,42498
991,2025-06-12 10:53:00,6095.75,6096.25,6095.25,6096.00,45,52,97,-7,-374,42595
992,2025-06-12 10:54:00,6096.25,6096.50,6095.00,6095.25,60,63,123,-3,-377,42718
993,2025-06-12 10:55:00,6095.50,6096.00,6095.25,6096.00,23,35,58,-12,-389,42776
994,2025-06-12 10:56:00,6096.00,6096.00,6095.25,6095.50,38,45,83,-7,-396,42859
995,2025-06-12 10:57:00,6095.75,6096.00,6094.00,6094.25,54,54,108,0,-396,42967
996,2025-06-12 10:58:00,6094.50,6095.50,6093.50,6093.75,53,84,137,-31,-427,43104
997,2025-06-12 10:59:00,6093.75,6093.75,6092.75,6093.50,73,83,156,-10,-437,43260
998,2025-06-12 11:00:00,6093.50,6096.00,6093.50,6095.75,80,103,183,-23,-460,43443
999,2025-06-12 11:01:00,6095.75,6100.00,6095.25,6098.50,218,92,310,126,-334,43753
1000,2025-06-12 11:02:00,6098.50,6103.25,6098.00,6102.00,575,165,740,410,76,44493
1001,2025-06-12 11:03:00,6102.50,6103.50,6100.00,6100.50,180,164,344,16,92,44837
1002,2025-06-12 11:04:00,6100.75,6102.25,6100.50,6101.75,83,64,147,19,111,44984
1003,2025-06-12 11:05:00,6101.75,6102.00,6100.50,6101.50,77,66,143,11,122,45127
1004,2025-06-12 11:06:00,6101.25,6102.00,6100.50,6101.00,51,43,94,8,130,45221
1005,2025-06-12 11:07:00,6100.75,6101.00,6098.00,6098.75,49,96,145,-47,83,45366
1006,2025-06-12 11:08:00,6098.50,6099.75,6098.50,6099.25,36,29,65,7,90,45431
1007,2025-06-12 11:09:00,6099.00,6099.50,6098.25,6099.00,59,47,106,12,102,45537
1008,2025-06-12 11:10:00,6098.75,6098.75,6096.50,6098.25,89,68,157,21,123,45694
1009,2025-06-12 11:11:00,6098.25,6099.00,6097.75,6098.50,65,29,94,36,159,45788
1010,2025-06-12 11:12:00,6098.75,6099.50,6098.50,6098.50,58,27,85,31,190,45873
1011,2025-06-12 11:13:00,6098.50,6098.75,6097.00,6098.00,41,29,70,12,202,45943
1012,2025-06-12 11:14:00,6097.75,6099.50,6097.00,6098.50,68,40,108,28,230,46051
1013,2025-06-12 11:15:00,6098.75,6100.00,6098.25,6099.50,62,53,115,9,239,46166
1014,2025-06-12 11:16:00,6099.75,6099.75,6096.50,6097.00,58,59,117,-1,238,46283
1015,2025-06-12 11:17:00,6097.25,6097.25,6092.75,6094.00,186,269,455,-83,155,46738
1016,2025-06-12 11:18:00,6094.00,6095.50,6091.25,6092.00,272,285,557,-13,142,47295
1017,2025-06-12 11:19:00,6091.75,6094.75,6091.25,6093.25,147,167,314,-20,122,47609
1018,2025-06-12 11:20:00,6093.25,6094.25,6092.25,6094.25,105,67,172,38,160,47781
1019,2025-06-12 11:21:00,6093.75,6093.75,6092.00,6092.75,71,55,126,16,176,47907
1020,2025-06-12 11:22:00,6093.00,6093.00,6087.00,6088.25,173,321,494,-148,28,48401
1021,2025-06-12 11:23:00,6088.25,6090.75,6082.25,6090.75,730,786,1516,-56,-28,49917
1022,2025-06-12 11:24:00,6090.50,6091.00,6086.00,6086.50,218,247,465,-29,-57,50382
1023,2025-06-12 11:25:00,6086.00,6087.25,6083.75,6087.25,149,204,353,-55,-112,50735
1024,2025-06-12 11:26:00,6087.25,6088.50,6086.25,6088.25,84,60,144,24,-88,50879
1025,2025-06-12 11:27:00,6088.50,6088.50,6084.25,6085.00,96,107,203,-11,-99,51082
1026,2025-06-12 11:28:00,6084.75,6088.00,6084.00,6087.75,120,78,198,42,-57,51280
1027,2025-06-12 11:29:00,6088.00,6091.75,6087.75,6091.00,154,69,223,85,28,51503
1028,2025-06-12 11:30:00,6091.25,6092.75,6089.75,6092.25,162,128,290,34,62,51793
1029,2025-06-12 11:31:00,6092.50,6092.50,6090.00,6090.25,82,78,160,4,66,51953
1030,2025-06-12 11:32:00,6090.25,6091.50,6086.50,6086.50,71,80,151,-9,57,52104
1031,2025-06-12 11:33:00,6086.75,6089.00,6086.75,6088.25,71,78,149,-7,50,52253
1032,2025-06-12 11:34:00,6088.00,6090.00,6086.75,6089.25,70,69,139,1,51,52392
1033,2025-06-12 11:35:00,6089.50,6091.50,6089.50,6090.50,39,33,72,6,57,52464
1034,2025-06-12 11:36:00,6091.00,6092.00,6089.75,6089.75,30,34,64,-4,53,52528
1035,2025-06-12 11:37:00,6090.00,6090.00,6087.50,6088.25,50,55,105,-5,48,52633
1036,2025-06-12 11:38:00,6088.25,6088.75,6087.00,6088.50,32,36,68,-4,44,52701
1037,2025-06-12 11:39:00,6088.75,6089.25,6087.25,6088.00,68,78,146,-10,34,52847
1038,2025-06-12 11:40:00,6088.50,6089.25,6087.50,6088.50,23,32,55,-9,25,52902
1039,2025-06-12 11:41:00,6088.75,6091.50,6088.75,6091.50,37,11,48,26,51,52950
1040,2025-06-12 11:42:00,6091.50,6091.75,6089.00,6089.25,69,31,100,38,89,53050
1041,2025-06-12 11:43:00,6089.50,6091.25,6089.50,6090.75,36,12,48,24,113,53098
1042,2025-06-12 11:44:00,6091.00,6091.25,6090.25,6090.50,44,20,64,24,137,53162
1043,2025-06-12 11:45:00,6090.50,6090.50,6086.75,6087.00,94,52,146,42,179,53308
1044,2025-06-12 11:46:00,6087.25,6088.75,6087.00,6087.00,42,43,85,-1,178,53393
1045,2025-06-12 11:47:00,6087.00,6087.50,6086.00,6087.25,55,44,99,11,189,53492
1046,2025-06-12 11:48:00,6087.00,6087.25,6085.25,6086.25,45,52,97,-7,182,53589
1047,2025-06-12 11:49:00,6086.00,6087.50,6086.00,6086.50,61,39,100,22,204,53689
1048,2025-06-12 11:50:00,6087.00,6087.25,6084.00,6084.25,144,75,219,69,273,53908
1049,2025-06-12 11:51:00,6084.25,6086.75,6084.00,6086.50,80,40,120,40,313,54028
1050,2025-06-12 11:52:00,6086.75,6088.75,6086.75,6088.25,77,101,178,-24,289,54206
1051,2025-06-12 11:53:00,6088.25,6088.50,6086.75,6087.25,54,63,117,-9,280,54323
1052,2025-06-12 11:54:00,6087.25,6089.25,6086.75,6089.25,40,33,73,7,287,54396
1053,2025-06-12 11:55:00,6089.50,6089.75,6088.75,6089.75,19,12,31,7,294,54427
1054,2025-06-12 11:56:00,6089.75,6091.50,6089.75,6090.25,36,13,49,23,317,54476
1055,2025-06-12 11:57:00,6090.00,6090.00,6088.00,6088.50,18,30,48,-12,305,54524
1056,2025-06-12 11:58:00,6088.75,6091.50,6088.75,6091.50,26,16,42,10,315,54566
1057,2025-06-12 11:59:00,6091.25,6092.25,6091.00,6091.25,45,24,69,21,336,54635
1058,2025-06-12 12:00:00,6091.50,6093.75,6090.00,6093.25,135,72,207,63,399,54842
1059,2025-06-12 12:01:00,6093.50,6095.00,6093.50,6094.00,67,47,114,20,419,54956
1060,2025-06-12 12:02:00,6094.00,6094.50,6092.75,6093.00,37,58,95,-21,398,55051
1061,2025-06-12 12:03:00,6093.00,6093.50,6090.50,6091.25,73,113,186,-40,358,55237
1062,2025-06-12 12:04:00,6091.00,6091.25,6085.75,6088.00,81,102,183,-21,337,55420
1063,2025-06-12 12:05:00,6088.00,6090.25,6087.50,6089.50,117,60,177,57,394,55597
1064,2025-06-12 12:06:00,6089.50,6092.25,6088.50,6090.75,67,91,158,-24,370,55755
1065,2025-06-12 12:07:00,6090.75,6091.75,6086.50,6090.00,318,301,619,17,387,56374
1066,2025-06-12 12:08:00,6089.75,6091.25,6089.75,6091.00,48,40,88,8,395,56462
1067,2025-06-12 12:09:00,6091.25,6094.25,6091.25,6093.00,92,64,156,28,423,56618
1068,2025-06-12 12:10:00,6093.25,6095.25,6093.00,6093.25,110,116,226,-6,417,56844
1069,2025-06-12 12:11:00,6093.25,6095.50,6093.00,6094.50,61,53,114,8,425,56958
1070,2025-06-12 12:12:00,6095.00,6096.75,6094.75,6095.75,61,43,104,18,443,57062
1071,2025-06-12 12:13:00,6096.00,6098.75,6094.75,6095.50,309,264,573,45,488,57635
1072,2025-06-12 12:14:00,6095.25,6096.00,6094.50,6095.50,102,59,161,43,531,57796
1073,2025-06-12 12:15:00,6095.75,6097.25,6095.75,6096.25,43,40,83,3,534,57879
1074,2025-06-12 12:16:00,6096.25,6097.50,6096.00,6097.00,39,73,112,-34,500,57991
1075,2025-06-12 12:17:00,6096.75,6096.75,6095.00,6095.75,70,56,126,14,514,58117
1076,2025-06-12 12:18:00,6096.00,6096.25,6093.00,6093.50,45,79,124,-34,480,58241
1077,2025-06-12 12:19:00,6093.25,6095.50,6093.25,6094.00,37,24,61,13,493,58302
1078,2025-06-12 12:20:00,6093.75,6095.75,6093.75,6094.75,60,32,92,28,521,58394
1079,2025-06-12 12:21:00,6095.00,6095.50,6094.00,6095.00,33,19,52,14,535,58446
1080,2025-06-12 12:22:00,6094.75,6095.50,6092.25,6092.75,50,41,91,9,544,58537
1081,2025-06-12 12:23:00,6093.00,6093.00,6089.75,6090.00,97,70,167,27,571,58704
1082,2025-06-12 12:24:00,6090.00,6090.00,6088.25,6089.50,59,49,108,10,581,58812
1083,2025-06-12 12:25:00,6089.50,6091.00,6089.50,6090.75,51,21,72,30,611,58884
1084,2025-06-12 12:26:00,6090.50,6091.25,6089.50,6091.25,38,29,67,9,620,58951
1085,2025-06-12 12:27:00,6091.25,6095.25,6090.50,6094.25,239,124,363,115,735,59314
1086,2025-06-12 12:28:00,6094.25,6096.50,6093.75,6096.25,110,118,228,-8,727,59542
1087,2025-06-12 12:29:00,6096.25,6098.25,6096.25,6096.50,74,29,103,45,772,59645
1088,2025-06-12 12:30:00,6096.75,6096.75,6093.25,6095.25,85,59,144,26,798,59789
1089,2025-06-12 12:31:00,6095.00,6096.50,6086.75,6089.00,333,481,814,-148,650,60603
1090,2025-06-12 12:32:00,6089.25,6093.50,6088.00,6093.25,235,249,484,-14,636,61087
1091,2025-06-12 12:33:00,6093.50,6095.25,6093.00,6095.25,94,32,126,62,698,61213
1092,2025-06-12 12:34:00,6095.50,6096.00,6094.25,6095.00,49,31,80,18,716,61293
1093,2025-06-12 12:35:00,6095.00,6096.75,6094.75,6096.75,44,25,69,19,735,61362
1094,2025-06-12 12:36:00,6096.75,6097.50,6095.75,6097.25,26,20,46,6,741,61408
1095,2025-06-12 12:37:00,6097.75,6098.00,6095.50,6095.50,41,17,58,24,765,61466
1096,2025-06-12 12:38:00,6095.75,6097.25,6095.00,6096.50,54,44,98,10,775,61564
1097,2025-06-12 12:39:00,6096.50,6101.25,6096.50,6099.50,245,106,351,139,914,61915
1098,2025-06-12 12:40:00,6099.75,6099.75,6097.75,6099.25,92,79,171,13,927,62086
1099,2025-06-12 12:41:00,6099.25,6099.50,6098.25,6098.75,34,17,51,17,944,62137
1100,2025-06-12 12:42:00,6098.75,6099.50,6098.50,6098.75,39,20,59,19,963,62196
1101,2025-06-12 12:43:00,6098.50,6098.50,6096.75,6097.50,60,40,100,20,983,62296
1102,2025-06-12 12:44:00,6097.75,6098.75,6097.50,6098.50,62,30,92,32,1015,62388
1103,2025-06-12 12:45:00,6098.75,6099.50,6097.75,6097.75,30,32,62,-2,1013,62450
1104,2025-06-12 12:46:00,6098.00,6098.00,6097.00,6097.25,23,14,37,9,1022,62487
1105,2025-06-12 12:47:00,6097.00,6097.00,6095.25,6095.75,31,36,67,-5,1017,62554
1106,2025-06-12 12:48:00,6095.25,6097.25,6095.00,6096.75,29,41,70,-12,1005,62624
1107,2025-06-12 12:49:00,6096.50,6096.50,6095.25,6095.25,19,10,29,9,1014,62653
1108,2025-06-12 12:50:00,6095.00,6095.25,6093.00,6095.00,51,41,92,10,1024,62745
1109,2025-06-12 12:51:00,6094.75,6095.00,6092.75,6093.75,58,66,124,-8,1016,62869
1110,2025-06-12 12:52:00,6093.50,6094.25,6092.50,6094.25,29,24,53,5,1021,62922
1111,2025-06-12 12:53:00,6094.50,6095.25,6093.25,6094.00,32,38,70,-6,1015,62992
1112,2025-06-12 12:54:00,6094.25,6094.25,6091.75,6092.00,33,31,64,2,1017,63056
1113,2025-06-12 12:55:00,6092.00,6093.25,6091.25,6093.00,40,15,55,25,1042,63111
1114,2025-06-12 12:56:00,6093.25,6093.50,6092.25,6092.50,21,16,37,5,1047,63148
1115,2025-06-12 12:57:00,6092.25,6093.00,6091.50,6092.75,32,18,50,14,1061,63198
1116,2025-06-12 12:58:00,6092.50,6093.00,6091.25,6092.25,25,34,59,-9,1052,63257
1117,2025-06-12 12:59:00,6092.25,6092.25,6090.25,6091.00,42,26,68,16,1068,63325
1118,2025-06-12 13:00:00,6091.50,6092.25,6090.25,6091.75,30,20,50,10,1078,63375
1119,2025-06-12 13:01:00,6091.75,6094.00,6091.75,6093.25,14,28,42,-14,1064,63417
1120,2025-06-12 13:02:00,6093.50,6099.25,6093.50,6095.25,156,117,273,39,1103,63690
1121,2025-06-12 13:03:00,6095.25,6097.25,6094.50,6095.00,29,26,55,3,1106,63745
1122,2025-06-12 13:04:00,6095.25,6096.00,6093.25,6094.00,42,41,83,1,1107,63828
1123,2025-06-12 13:05:00,6094.50,6095.00,6093.00,6094.25,43,14,57,29,1136,63885
1124,2025-06-12 13:06:00,6094.00,6094.50,6093.00,6094.50,14,17,31,-3,1133,63916
1125,2025-06-12 13:07:00,6095.00,6096.50,6094.75,6095.75,31,17,48,14,1147,63964
1126,2025-06-12 13:08:00,6096.00,6097.50,6095.75,6097.00,25,28,53,-3,1144,64017
1127,2025-06-12 13:09:00,6096.75,6097.00,6096.00,6097.00,38,14,52,24,1168,64069
1128,2025-06-12 13:10:00,6097.00,6099.25,6096.75,6099.25,60,27,87,33,1201,64156
1129,2025-06-12 13:11:00,6099.25,6099.25,6097.50,6097.75,20,15,35,5,1206,64191
1130,2025-06-12 13:12:00,6097.75,6098.00,6096.00,6096.50,11,13,24,-2,1204,64215
1131,2025-06-12 13:13:00,6096.75,6097.50,6096.50,6096.75,15,7,22,8,1212,64237
1132,2025-06-12 13:14:00,6096.75,6098.25,6096.25,6098.25,8,12,20,-4,1208,64257
1133,2025-06-12 13:15:00,6098.00,6098.50,6097.75,6098.00,21,13,34,8,1216,64291
1134,2025-06-12 13:16:00,6098.25,6098.50,6096.50,6097.25,15,13,28,2,1218,64319
1135,2025-06-12 13:17:00,6097.50,6098.75,6097.50,6097.75,10,14,24,-4,1214,64343
1136,2025-06-12 13:18:00,6097.75,6100.00,6097.50,6099.75,46,16,62,30,1244,64405
1137,2025-06-12 13:19:00,6099.75,6100.00,6099.25,6099.25,12,14,26,-2,1242,64431
1138,2025-06-12 13:20:00,6099.00,6099.50,6098.00,6098.75,16,21,37,-5,1237,64468
1139,2025-06-12 13:21:00,6099.00,6099.00,6098.25,6098.50,14,13,27,1,1238,64495
1140,2025-06-12 13:22:00,6098.75,6099.50,6098.00,6098.00,33,13,46,20,1258,64541
1141,2025-06-12 13:23:00,6097.75,6098.25,6097.00,6097.50,15,15,30,0,1258,64571
1142,2025-06-12 13:24:00,6097.00,6097.75,6096.50,6096.75,20,22,42,-2,1256,64613
1143,2025-06-12 13:25:00,6096.50,6098.00,6096.25,6097.50,55,34,89,21,1277,64702
1144,2025-06-12 13:26:00,6097.25,6098.00,6096.75,6096.75,9,8,17,1,1278,64719
1145,2025-06-12 13:27:00,6096.75,6097.50,6096.75,6097.00,4,2,6,2,1280,64725
1146,2025-06-12 13:28:00,6097.25,6097.25,6094.25,6094.75,23,25,48,-2,1278,64773
1147,2025-06-12 13:29:00,6094.75,6096.75,6094.75,6096.50,32,13,45,19,1297,64818
1148,2025-06-12 13:30:00,6096.50,6099.25,6096.25,6099.25,43,17,60,26,1323,64878
1149,2025-06-12 13:31:00,6099.50,6100.25,6098.75,6100.25,66,28,94,38,1361,64972
1150,2025-06-12 13:32:00,6100.50,6102.00,6100.00,6100.75,58,30,88,28,1389,65060
1151,2025-06-12 13:33:00,6100.75,6101.25,6100.25,6101.00,11,9,20,2,1391,65080
1152,2025-06-12 13:34:00,6101.50,6102.50,6101.25,6101.75,51,27,78,24,1415,65158
1153,2025-06-12 13:35:00,6101.75,6102.50,6100.75,6100.75,46,40,86,6,1421,65244
1154,2025-06-12 13:36:00,6100.00,6101.25,6099.50,6100.50,42,20,62,22,1443,65306
1155,2025-06-12 13:37:00,6100.25,6102.00,6100.00,6101.75,26,17,43,9,1452,65349
1156,2025-06-12 13:38:00,6101.50,6101.50,6101.00,6101.25,57,21,78,36,1488,65427
1157,2025-06-12 13:39:00,6101.00,6101.25,6100.75,6101.00,35,20,55,15,1503,65482
1158,2025-06-12 13:40:00,6100.75,6101.25,6099.75,6101.25,21,14,35,7,1510,65517
1159,2025-06-12 13:41:00,6101.00,6101.50,6100.25,6101.25,27,14,41,13,1523,65558
1160,2025-06-12 13:42:00,6101.25,6101.25,6099.50,6100.25,22,12,34,10,1533,65592
1161,2025-06-12 13:43:00,6100.00,6101.50,6100.00,6101.00,28,11,39,17,1550,65631
1162,2025-06-12 13:44:00,6101.00,6101.00,6100.25,6100.25,20,3,23,17,1567,65654
1163,2025-06-12 13:45:00,6101.25,6101.25,6099.00,6099.50,51,105,156,-54,1513,65810
1164,2025-06-12 13:46:00,6099.50,6100.50,6098.50,6100.50,34,35,69,-1,1512,65879
1165,2025-06-12 13:47:00,6100.25,6101.00,6100.00,6100.50,17,21,38,-4,1508,65917
1166,2025-06-12 13:48:00,6100.00,6100.00,6098.50,6098.50,11,5,16,6,1514,65933
1167,2025-06-12 13:49:00,6098.75,6098.75,6098.25,6098.25,28,26,54,2,1516,65987
1168,2025-06-12 13:50:00,6098.50,6100.25,6098.50,6099.75,32,13,45,19,1535,66032
1169,2025-06-12 13:51:00,6099.50,6100.75,6099.50,6100.25,23,19,42,4,1539,66074
1170,2025-06-12 13:52:00,6100.25,6100.25,6099.75,6100.25,21,23,44,-2,1537,66118
1171,2025-06-12 13:53:00,6100.25,6100.25,6099.50,6100.00,25,27,52,-2,1535,66170
1172,2025-06-12 13:54:00,6099.75,6100.25,6099.00,6100.25,21,24,45,-3,1532,66215
1173,2025-06-12 13:55:00,6100.50,6100.50,6099.00,6099.50,17,21,38,-4,1528,66253
1174,2025-06-12 13:56:00,6099.25,6099.25,6097.25,6098.25,18,30,48,-12,1516,66301
1175,2025-06-12 13:57:00,6098.00,6098.00,6096.25,6096.75,12,30,42,-18,1498,66343
1176,2025-06-12 13:58:00,6097.00,6099.00,6097.00,6098.75,19,16,35,3,1501,66378
1177,2025-06-12 13:59:00,6098.50,6098.50,6097.75,6098.00,20,34,54,-14,1487,66432
1178,2025-06-12 14:00:00,6098.00,6098.75,6097.25,6098.75,17,26,43,-9,1478,66475
1179,2025-06-12 14:01:00,6098.75,6099.50,6098.00,6098.75,29,32,61,-3,1475,66536
1180,2025-06-12 14:02:00,6099.50,6099.50,6098.25,6099.00,27,22,49,5,1480,66585
1181,2025-06-12 14:03:00,6099.00,6099.00,6096.75,6097.00,20,21,41,-1,1479,66626
1182,2025-06-12 14:04:00,6097.25,6099.25,6097.25,6099.00,30,13,43,17,1496,66669
1183,2025-06-12 14:05:00,6099.00,6100.00,6098.75,6100.00,18,6,24,12,1508,66693
1184,2025-06-12 14:06:00,6100.00,6101.00,6099.25,6100.25,31,30,61,1,1509,66754
1185,2025-06-12 14:07:00,6100.50,6100.50,6099.25,6099.25,12,16,28,-4,1505,66782
1186,2025-06-12 14:08:00,6099.50,6100.25,6099.25,6100.25,19,6,25,13,1518,66807
1187,2025-06-12 14:09:00,6100.25,6100.50,6100.00,6100.25,5,8,13,-3,1515,66820
1188,2025-06-12 14:10:00,6100.50,6100.50,6099.50,6100.25,7,19,26,-12,1503,66846
1189,2025-06-12 14:11:00,6100.00,6100.25,6099.50,6100.25,11,11,22,0,1503,66868
1190,2025-06-12 14:12:00,6099.75,6100.75,6099.75,6100.00,21,26,47,-5,1498,66915
