record_num,timestamp,open,high,low,close,buy_count,sell_count,volume,volume_delta,cumulative_volume_delta,cumulative_volume
55,2025-06-11 18:59:00,6071.25,6071.75,6070.75,6071.75,8,11,19,-3,-43,946
56,2025-06-11 19:00:00,6071.25,6072.75,6070.50,6071.00,29,19,48,10,-33,994
57,2025-06-11 19:01:00,6071.00,6072.25,6071.00,6071.50,16,8,24,8,-25,1018
58,2025-06-11 19:02:00,6071.75,6072.50,6071.75,6072.25,9,10,19,-1,-26,1037
59,2025-06-11 19:03:00,6072.25,6072.25,6071.00,6071.50,3,7,10,-4,-30,1047
60,2025-06-11 19:04:00,6071.25,6071.25,6070.75,6071.25,4,5,9,-1,-31,1056
61,2025-06-11 19:05:00,6071.25,6071.25,6067.75,6069.25,51,47,98,4,-27,1154
62,2025-06-11 19:06:00,6069.50,6069.75,6069.25,6069.25,12,14,26,-2,-29,1180
63,2025-06-11 19:07:00,6069.50,6069.75,6069.25,6069.50,9,11,20,-2,-31,1200
64,2025-06-11 19:08:00,6069.25,6070.00,6069.25,6070.00,2,11,13,-9,-40,1213
65,2025-06-11 19:09:00,6070.25,6072.50,6070.25,6071.75,18,11,29,7,-33,1242
66,2025-06-11 19:10:00,6071.75,6072.75,6071.75,6072.75,8,3,11,5,-28,1253
67,2025-06-11 19:11:00,6072.75,6072.75,6072.25,6072.25,2,7,9,-5,-33,1262
68,2025-06-11 19:12:00,6072.00,6072.50,6071.00,6071.00,16,24,40,-8,-41,1302
69,2025-06-11 19:13:00,6070.50,6071.00,6069.50,6071.00,5,13,18,-8,-49,1320
70,2025-06-11 19:14:00,6070.25,6071.00,6069.50,6071.00,6,5,11,1,-48,1331
71,2025-06-11 19:15:00,6071.00,6071.50,6071.00,6071.00,1,2,3,-1,-49,1334
72,2025-06-11 19:16:00,6070.50,6070.50,6070.25,6070.25,4,3,7,1,-48,1341
73,2025-06-11 19:17:00,6070.25,6070.50,6070.25,6070.25,2,6,8,-4,-52,1349
74,2025-06-11 19:18:00,6070.25,6070.25,6069.50,6069.50,2,5,7,-3,-55,1356
75,2025-06-11 19:19:00,6069.25,6069.25,6068.75,6068.75,4,6,10,-2,-57,1366
76,2025-06-11 19:20:00,6068.50,6068.75,6068.50,6068.75,2,1,3,1,-56,1369
77,2025-06-11 19:21:00,6069.25,6069.75,6069.25,6069.25,5,7,12,-2,-58,1381
78,2025-06-11 19:22:00,6069.25,6071.00,6069.25,6071.00,13,2,15,11,-47,1396
79,2025-06-11 19:23:00,6071.00,6071.25,6071.00,6071.25,3,2,5,1,-46,1401
80,2025-06-11 19:24:00,6071.50,6071.50,6071.00,6071.00,62,20,82,42,-4,1483
81,2025-06-11 19:25:00,6070.75,6071.00,6070.75,6071.00,22,7,29,15,11,1512
82,2025-06-11 19:26:00,6071.00,6071.00,6070.25,6070.50,58,15,73,43,54,1585
83,2025-06-11 19:27:00,6070.75,6070.75,6070.25,6070.25,29,2,31,27,81,1616
84,2025-06-11 19:28:00,6070.50,6070.75,6070.00,6070.50,28,9,37,19,100,1653
85,2025-06-11 19:29:00,6070.25,6070.50,6069.75,6070.00,9,15,24,-6,94,1677
86,2025-06-11 19:30:00,6070.00,6071.25,6070.00,6071.25,42,7,49,35,129,1726
87,2025-06-11 19:31:00,6071.00,6071.00,6071.00,6071.00,1,0,1,1,130,1727
88,2025-06-11 19:33:00,6071.50,6071.50,6071.00,6071.25,9,6,15,3,133,1742
89,2025-06-11 19:34:00,6071.00,6072.50,6071.00,6072.50,5,3,8,2,135,1750
90,2025-06-11 19:35:00,6073.00,6075.75,6073.00,6075.75,51,50,101,1,136,1851
91,2025-06-11 19:36:00,6075.75,6075.75,6075.25,6075.25,5,0,5,5,141,1856
92,2025-06-11 19:37:00,6076.00,6076.00,6075.75,6076.00,4,7,11,-3,138,1867
93,2025-06-11 19:38:00,6075.50,6076.00,6075.50,6075.75,9,4,13,5,143,1880
94,2025-06-11 19:39:00,6075.50,6075.50,6074.00,6075.00,14,66,80,-52,91,1960
95,2025-06-11 19:40:00,6075.25,6076.00,6075.25,6076.00,11,4,15,7,98,1975
96,2025-06-11 19:41:00,6076.00,6077.50,6076.00,6076.75,10,9,19,1,99,1994
97,2025-06-11 19:42:00,6076.50,6076.50,6075.50,6075.50,33,8,41,25,124,2035
98,2025-06-11 19:43:00,6075.50,6075.50,6075.50,6075.50,6,0,6,6,130,2041
99,2025-06-11 19:44:00,6075.75,6075.75,6075.50,6075.50,2,1,3,1,131,2044
100,2025-06-11 19:45:00,6075.75,6075.75,6075.00,6075.25,14,11,25,3,134,2069
101,2025-06-11 19:46:00,6075.00,6075.00,6074.25,6074.25,4,10,14,-6,128,2083
102,2025-06-11 19:47:00,6074.00,6074.00,6072.50,6072.50,60,20,80,40,168,2163
103,2025-06-11 19:48:00,6072.75,6073.00,6072.50,6072.75,19,3,22,16,184,2185
104,2025-06-11 19:49:00,6072.75,6072.75,6072.50,6072.50,20,1,21,19,203,2206
105,2025-06-11 19:50:00,6072.50,6072.50,6072.00,6072.25,12,12,24,0,203,2230
106,2025-06-11 19:51:00,6072.00,6072.25,6071.50,6072.00,9,0,9,9,212,2239
107,2025-06-11 19:52:00,6072.50,6072.75,6071.00,6071.75,30,17,47,13,225,2286
108,2025-06-11 19:53:00,6072.25,6072.75,6072.00,6072.75,10,4,14,6,231,2300
109,2025-06-11 19:54:00,6072.75,6072.75,6072.25,6072.50,65,7,72,58,289,2372
110,2025-06-11 19:55:00,6072.75,6073.25,6072.50,6072.50,43,18,61,25,314,2433
111,2025-06-11 19:56:00,6072.50,6072.75,6071.75,6071.75,12,5,17,7,321,2450
112,2025-06-11 19:57:00,6072.00,6072.00,6072.00,6072.00,1,2,3,-1,320,2453
113,2025-06-11 19:58:00,6071.50,6072.25,6071.50,6071.75,8,6,14,2,322,2467
114,2025-06-11 19:59:00,6071.75,6072.00,6071.00,6071.00,12,14,26,-2,320,2493
115,2025-06-11 20:00:00,6071.75,6072.75,6071.25,6071.75,71,28,99,43,363,2592
116,2025-06-11 20:01:00,6072.50,6072.75,6072.00,6072.50,36,10,46,26,389,2638
117,2025-06-11 20:02:00,6072.75,6073.25,6072.50,6072.50,1,9,10,-8,381,2648
118,2025-06-11 20:03:00,6072.50,6073.25,6072.50,6072.50,5,8,13,-3,378,2661
119,2025-06-11 20:04:00,6072.75,6072.75,6069.50,6070.00,20,32,52,-12,366,2713
120,2025-06-11 20:05:00,6069.25,6069.75,6069.00,6069.00,8,10,18,-2,364,2731
121,2025-06-11 20:06:00,6068.75,6068.75,6066.25,6067.25,35,36,71,-1,363,2802
122,2025-06-11 20:07:00,6067.00,6067.50,6066.25,6066.50,15,13,28,2,365,2830
123,2025-06-11 20:08:00,6066.50,6068.50,6066.50,6068.00,18,12,30,6,371,2860
124,2025-06-11 20:09:00,6067.75,6068.75,6067.25,6068.75,4,8,12,-4,367,2872
125,2025-06-11 20:10:00,6068.50,6070.00,6068.50,6069.75,4,5,9,-1,366,2881
126,2025-06-11 20:11:00,6070.00,6070.25,6069.50,6069.50,7,9,16,-2,364,2897
127,2025-06-11 20:12:00,6070.00,6070.00,6069.75,6070.00,2,7,9,-5,359,2906
128,2025-06-11 20:13:00,6069.75,6069.75,6067.75,6069.25,18,31,49,-13,346,2955
129,2025-06-11 20:14:00,6069.25,6069.25,6069.00,6069.00,2,1,3,1,347,2958
130,2025-06-11 20:15:00,6068.75,6069.75,6068.75,6069.50,13,12,25,1,348,2983
131,2025-06-11 20:16:00,6069.50,6069.75,6069.00,6069.25,10,5,15,5,353,2998
132,2025-06-11 20:17:00,6069.25,6069.50,6069.25,6069.50,1,6,7,-5,348,3005
133,2025-06-11 20:18:00,6069.50,6070.50,6069.25,6070.50,5,10,15,-5,343,3020
134,2025-06-11 20:19:00,6069.00,6069.00,6068.50,6069.00,9,14,23,-5,338,3043
135,2025-06-11 20:20:00,6069.00,6069.50,6069.00,6069.25,3,4,7,-1,337,3050
136,2025-06-11 20:21:00,6070.00,6071.00,6070.00,6070.25,5,8,13,-3,334,3063
137,2025-06-11 20:22:00,6070.25,6070.75,6070.25,6070.50,5,12,17,-7,327,3080
138,2025-06-11 20:23:00,6070.50,6070.50,6070.00,6070.00,1,3,4,-2,325,3084
139,2025-06-11 20:24:00,6070.00,6070.00,6068.75,6069.00,4,28,32,-24,301,3116
140,2025-06-11 20:25:00,6070.50,6070.50,6070.25,6070.25,2,10,12,-8,293,3128
141,2025-06-11 20:26:00,6070.25,6070.25,6064.25,6065.75,34,63,97,-29,264,3225
142,2025-06-11 20:27:00,6065.75,6066.75,6064.00,6065.50,28,42,70,-14,250,3295
143,2025-06-11 20:28:00,6064.75,6065.75,6063.75,6065.25,33,34,67,-1,249,3362
144,2025-06-11 20:29:00,6065.50,6065.50,6063.50,6064.75,21,35,56,-14,235,3418
145,2025-06-11 20:30:00,6065.00,6065.50,6064.75,6065.50,11,6,17,5,240,3435
146,2025-06-11 20:31:00,6065.25,6068.75,6065.25,6068.75,40,17,57,23,263,3492
147,2025-06-11 20:32:00,6068.50,6069.75,6068.50,6069.75,4,8,12,-4,259,3504
148,2025-06-11 20:33:00,6069.25,6069.50,6069.25,6069.50,2,5,7,-3,256,3511
149,2025-06-11 20:34:00,6069.50,6070.00,6069.50,6069.75,3,3,6,0,256,3517
150,2025-06-11 20:35:00,6069.50,6069.75,6067.75,6068.25,11,7,18,4,260,3535
151,2025-06-11 20:36:00,6067.75,6067.75,6063.00,6065.25,38,52,90,-14,246,3625
152,2025-06-11 20:37:00,6065.00,6066.75,6061.00,6065.50,141,146,287,-5,241,3912
153,2025-06-11 20:38:00,6065.75,6067.00,6065.75,6066.00,13,14,27,-1,240,3939
154,2025-06-11 20:39:00,6066.25,6066.25,6064.50,6065.75,17,25,42,-8,232,3981
155,2025-06-11 20:40:00,6065.50,6065.75,6062.50,6064.75,30,68,98,-38,194,4079
156,2025-06-11 20:41:00,6064.25,6065.25,6064.25,6065.00,10,8,18,2,196,4097
157,2025-06-11 20:42:00,6066.25,6066.25,6065.00,6066.00,26,24,50,2,198,4147
158,2025-06-11 20:43:00,6066.25,6067.50,6066.25,6067.00,9,11,20,-2,196,4167
159,2025-06-11 20:44:00,6066.75,6066.75,6066.50,6066.50,3,3,6,0,196,4173
160,2025-06-11 20:45:00,6066.00,6066.00,6065.25,6065.75,3,9,12,-6,190,4185
161,2025-06-11 20:46:00,6065.50,6066.00,6065.50,6065.75,5,6,11,-1,189,4196
162,2025-06-11 20:47:00,6065.50,6065.75,6064.25,6064.25,8,16,24,-8,181,4220
163,2025-06-11 20:48:00,6064.75,6064.75,6064.00,6064.50,5,3,8,2,183,4228
164,2025-06-11 20:49:00,6063.75,6064.00,6063.00,6063.25,9,16,25,-7,176,4253
165,2025-06-11 20:50:00,6063.50,6063.50,6059.50,6061.25,50,74,124,-24,152,4377
166,2025-06-11 20:51:00,6061.00,6061.25,6059.75,6060.25,15,35,50,-20,132,4427
167,2025-06-11 20:52:00,6059.75,6060.25,6057.50,6059.75,38,62,100,-24,108,4527
168,2025-06-11 20:53:00,6059.75,6060.50,6059.00,6060.00,32,21,53,11,119,4580
169,2025-06-11 20:54:00,6060.00,6060.50,6059.00,6059.00,24,25,49,-1,118,4629
170,2025-06-11 20:55:00,6059.50,6060.00,6059.00,6060.00,23,37,60,-14,104,4689
171,2025-06-11 20:56:00,6060.25,6060.50,6059.25,6059.25,11,20,31,-9,95,4720
172,2025-06-11 20:57:00,6059.25,6060.00,6059.00,6060.00,5,11,16,-6,89,4736
173,2025-06-11 20:58:00,6059.75,6060.75,6059.75,6060.75,9,3,12,6,95,4748
174,2025-06-11 20:59:00,6060.50,6061.25,6060.50,6061.25,4,3,7,1,96,4755
175,2025-06-11 21:00:00,6061.75,6064.25,6061.75,6063.25,29,25,54,4,100,4809
176,2025-06-11 21:01:00,6063.50,6064.00,6063.00,6063.00,9,13,22,-4,96,4831
177,2025-06-11 21:02:00,6063.50,6063.50,6063.25,6063.25,4,11,15,-7,89,4846
178,2025-06-11 21:03:00,6063.00,6063.25,6062.25,6062.25,9,7,16,2,91,4862
179,2025-06-11 21:04:00,6062.25,6062.50,6062.00,6062.00,7,5,12,2,93,4874
180,2025-06-11 21:05:00,6062.00,6062.50,6062.00,6062.25,5,10,15,-5,88,4889
181,2025-06-11 21:06:00,6062.00,6062.25,6062.00,6062.25,2,6,8,-4,84,4897
182,2025-06-11 21:07:00,6062.75,6063.25,6062.75,6063.25,7,3,10,4,88,4907
183,2025-06-11 21:08:00,6063.50,6064.00,6062.75,6062.75,7,6,13,1,89,4920
184,2025-06-11 21:09:00,6063.00,6063.00,6062.50,6062.75,5,5,10,0,89,4930
185,2025-06-11 21:10:00,6063.25,6063.25,6062.75,6062.75,3,2,5,1,90,4935
186,2025-06-11 21:11:00,6063.00,6063.00,6062.50,6062.50,6,2,8,4,94,4943
187,2025-06-11 21:12:00,6062.75,6063.50,6062.75,6063.50,11,1,12,10,104,4955
188,2025-06-11 21:13:00,6063.00,6063.00,6061.50,6062.00,15,26,41,-11,93,4996
189,2025-06-11 21:14:00,6062.25,6063.75,6062.25,6063.25,11,6,17,5,98,5013
190,2025-06-11 21:15:00,6063.50,6063.75,6063.00,6063.50,16,4,20,12,110,5033
191,2025-06-11 21:16:00,6063.50,6064.75,6063.50,6064.75,23,10,33,13,123,5066
192,2025-06-11 21:17:00,6065.00,6065.00,6063.75,6064.50,10,4,14,6,129,5080
193,2025-06-11 21:18:00,6064.00,6064.75,6064.00,6064.75,6,2,8,4,133,5088
194,2025-06-11 21:19:00,6065.25,6065.50,6065.00,6065.25,14,13,27,1,134,5115
195,2025-06-11 21:20:00,6065.25,6065.75,6064.25,6065.00,12,16,28,-4,130,5143
196,2025-06-11 21:21:00,6064.75,6064.75,6062.50,6062.75,10,23,33,-13,117,5176
197,2025-06-11 21:22:00,6062.50,6062.75,6060.50,6061.75,20,37,57,-17,100,5233
198,2025-06-11 21:23:00,6061.00,6061.25,6059.25,6060.00,23,22,45,1,101,5278
199,2025-06-11 21:24:00,6060.00,6060.00,6059.00,6059.25,10,13,23,-3,98,5301
200,2025-06-11 21:25:00,6059.25,6059.50,6058.00,6058.25,10,13,23,-3,95,5324
201,2025-06-11 21:26:00,6057.75,6058.50,6057.00,6058.25,12,19,31,-7,88,5355
202,2025-06-11 21:27:00,6058.00,6058.25,6056.25,6056.50,13,14,27,-1,87,5382
203,2025-06-11 21:28:00,6056.25,6056.75,6055.00,6055.25,33,52,85,-19,68,5467
204,2025-06-11 21:29:00,6055.00,6055.25,6054.00,6055.25,21,19,40,2,70,5507
205,2025-06-11 21:30:00,6055.50,6056.25,6054.50,6054.50,10,17,27,-7,63,5534
206,2025-06-11 21:31:00,6054.25,6056.50,6054.00,6055.50,74,68,142,6,69,5676
207,2025-06-11 21:32:00,6054.75,6056.00,6054.50,6056.00,8,14,22,-6,63,5698
208,2025-06-11 21:33:00,6056.25,6056.75,6054.50,6054.50,61,57,118,4,67,5816
209,2025-06-11 21:34:00,6054.50,6056.00,6054.50,6055.25,12,14,26,-2,65,5842
210,2025-06-11 21:35:00,6055.25,6056.50,6054.75,6055.25,37,21,58,16,81,5900
211,2025-06-11 21:36:00,6055.50,6056.25,6055.25,6055.25,12,14,26,-2,79,5926
212,2025-06-11 21:37:00,6055.25,6055.50,6050.00,6050.25,40,102,142,-62,17,6068
213,2025-06-11 21:38:00,6050.50,6051.25,6050.00,6050.00,34,143,177,-109,-92,6245
214,2025-06-11 21:39:00,6050.75,6051.50,6050.00,6051.25,36,15,51,21,-71,6296
215,2025-06-11 21:40:00,6051.50,6053.25,6051.25,6052.75,38,30,68,8,-63,6364
216,2025-06-11 21:41:00,6052.50,6053.00,6052.00,6053.00,7,4,11,3,-60,6375
217,2025-06-11 21:42:00,6053.50,6054.75,6053.00,6054.00,16,13,29,3,-57,6404
218,2025-06-11 21:43:00,6054.50,6054.50,6052.75,6052.75,8,9,17,-1,-58,6421
219,2025-06-11 21:44:00,6053.25,6053.75,6053.00,6053.75,3,4,7,-1,-59,6428
220,2025-06-11 21:45:00,6053.75,6053.75,6051.25,6052.50,19,29,48,-10,-69,6476
221,2025-06-11 21:46:00,6052.50,6052.50,6051.50,6052.25,15,24,39,-9,-78,6515
222,2025-06-11 21:47:00,6052.50,6052.50,6051.50,6051.75,10,7,17,3,-75,6532
223,2025-06-11 21:48:00,6052.50,6052.50,6051.50,6051.50,5,8,13,-3,-78,6545
224,2025-06-11 21:49:00,6052.00,6052.00,6052.00,6052.00,1,0,1,1,-77,6546
225,2025-06-11 21:50:00,6051.50,6052.50,6051.50,6052.00,8,7,15,1,-76,6561
226,2025-06-11 21:51:00,6052.00,6052.00,6052.00,6052.00,1,6,7,-5,-81,6568
227,2025-06-11 21:52:00,6052.75,6055.00,6052.75,6055.00,16,9,25,7,-74,6593
228,2025-06-11 21:53:00,6055.25,6056.25,6055.25,6056.25,6,4,10,2,-72,6603
229,2025-06-11 21:54:00,6055.25,6055.75,6055.25,6055.75,5,4,9,1,-71,6612
230,2025-06-11 21:55:00,6056.25,6057.25,6056.25,6056.50,9,10,19,-1,-72,6631
231,2025-06-11 21:56:00,6056.50,6056.50,6056.00,6056.25,7,7,14,0,-72,6645
232,2025-06-11 21:57:00,6056.50,6056.75,6056.50,6056.50,3,1,4,2,-70,6649
233,2025-06-11 21:58:00,6055.75,6056.25,6055.75,6056.00,1,3,4,-2,-72,6653
234,2025-06-11 21:59:00,6057.00,6057.50,6057.00,6057.50,6,0,6,6,-66,6659
235,2025-06-11 22:00:00,6057.50,6058.75,6057.50,6058.50,7,6,13,1,-65,6672
236,2025-06-11 22:01:00,6058.75,6058.75,6058.25,6058.25,6,9,15,-3,-68,6687
237,2025-06-11 22:02:00,6058.50,6058.50,6058.00,6058.25,3,3,6,0,-68,6693
238,2025-06-11 22:03:00,6058.25,6058.25,6057.25,6057.50,5,3,8,2,-66,6701
239,2025-06-11 22:04:00,6057.50,6058.00,6057.50,6058.00,5,1,6,4,-62,6707
240,2025-06-11 22:05:00,6057.50,6058.00,6057.50,6057.75,12,4,16,8,-54,6723
241,2025-06-11 22:06:00,6057.50,6057.75,6056.00,6056.25,9,12,21,-3,-57,6744
242,2025-06-11 22:07:00,6056.00,6056.50,6055.75,6055.75,8,7,15,1,-56,6759
243,2025-06-11 22:08:00,6055.75,6056.25,6055.75,6056.00,10,14,24,-4,-60,6783
244,2025-06-11 22:09:00,6055.50,6056.00,6055.00,6055.25,22,18,40,4,-56,6823
245,2025-06-11 22:10:00,6055.25,6055.50,6054.00,6054.00,10,18,28,-8,-64,6851
246,2025-06-11 22:11:00,6054.00,6056.00,6054.00,6055.75,5,10,15,-5,-69,6866
247,2025-06-11 22:12:00,6056.75,6057.50,6056.50,6057.25,3,3,6,0,-69,6872
248,2025-06-11 22:13:00,6057.25,6057.50,6057.00,6057.25,3,4,7,-1,-70,6879
249,2025-06-11 22:14:00,6057.00,6057.25,6057.00,6057.25,1,1,2,0,-70,6881
250,2025-06-11 22:15:00,6057.50,6057.50,6055.75,6056.00,5,6,11,-1,-71,6892
251,2025-06-11 22:16:00,6056.00,6057.25,6056.00,6056.00,13,10,23,3,-68,6915
252,2025-06-11 22:17:00,6056.50,6057.50,6056.50,6057.50,16,12,28,4,-64,6943
253,2025-06-11 22:18:00,6058.00,6058.50,6058.00,6058.00,6,5,11,1,-63,6954
254,2025-06-11 22:19:00,6057.50,6058.00,6057.50,6057.75,4,1,5,3,-60,6959
255,2025-06-11 22:20:00,6057.50,6057.75,6057.50,6057.75,2,1,3,1,-59,6962
256,2025-06-11 22:21:00,6057.50,6057.50,6057.00,6057.00,1,5,6,-4,-63,6968
257,2025-06-11 22:22:00,6057.75,6057.75,6056.00,6056.25,3,10,13,-7,-70,6981
258,2025-06-11 22:23:00,6056.25,6057.50,6055.75,6057.50,21,15,36,6,-64,7017
259,2025-06-11 22:24:00,6058.00,6058.00,6057.25,6057.50,3,9,12,-6,-70,7029
260,2025-06-11 22:25:00,6057.25,6058.00,6057.25,6058.00,2,1,3,1,-69,7032
261,2025-06-11 22:26:00,6057.75,6057.75,6057.75,6057.75,0,1,1,-1,-70,7033
262,2025-06-11 22:27:00,6058.00,6058.00,6058.00,6058.00,1,0,1,1,-69,7034
263,2025-06-11 22:28:00,6058.00,6058.00,6057.50,6057.50,1,4,5,-3,-72,7039
264,2025-06-11 22:29:00,6057.25,6057.25,6057.25,6057.25,0,2,2,-2,-74,7041
265,2025-06-11 22:30:00,6057.50,6057.75,6057.00,6057.50,14,5,19,9,-65,7060
266,2025-06-11 22:31:00,6058.00,6058.00,6057.50,6057.50,4,1,5,3,-62,7065
267,2025-06-11 22:32:00,6056.50,6056.50,6056.00,6056.00,1,2,3,-1,-63,7068
268,2025-06-11 22:33:00,6056.25,6056.75,6056.00,6056.75,7,8,15,-1,-64,7083
269,2025-06-11 22:34:00,6056.75,6056.75,6056.75,6056.75,1,0,1,1,-63,7084
270,2025-06-11 22:35:00,6057.00,6057.00,6056.50,6056.50,2,2,4,0,-63,7088
271,2025-06-11 22:36:00,6056.75,6056.75,6056.75,6056.75,1,0,1,1,-62,7089
272,2025-06-11 22:37:00,6056.50,6056.50,6056.50,6056.50,1,0,1,1,-61,7090
273,2025-06-11 22:38:00,6058.00,6058.00,6057.75,6058.00,5,7,12,-2,-63,7102
274,2025-06-11 22:39:00,6057.50,6057.50,6057.25,6057.25,0,6,6,-6,-69,7108
275,2025-06-11 22:40:00,6057.25,6057.25,6057.00,6057.00,1,1,2,0,-69,7110
276,2025-06-11 22:41:00,6057.25,6057.25,6057.25,6057.25,4,0,4,4,-65,7114
277,2025-06-11 22:42:00,6057.50,6057.50,6057.25,6057.25,3,1,4,2,-63,7118
278,2025-06-11 22:43:00,6057.25,6057.50,6057.00,6057.00,1,3,4,-2,-65,7122
279,2025-06-11 22:44:00,6057.00,6057.00,6056.50,6056.50,1,2,3,-1,-66,7125
280,2025-06-11 22:45:00,6056.25,6056.25,6056.25,6056.25,3,0,3,3,-63,7128
281,2025-06-11 22:46:00,6056.25,6056.25,6056.25,6056.25,0,2,2,-2,-65,7130
282,2025-06-11 22:48:00,6055.75,6056.00,6054.75,6054.75,14,16,30,-2,-67,7160
283,2025-06-11 22:49:00,6055.00,6055.25,6054.50,6054.75,5,8,13,-3,-70,7173
284,2025-06-11 22:50:00,6055.50,6056.50,6055.50,6056.25,4,4,8,0,-70,7181
285,2025-06-11 22:51:00,6056.25,6056.25,6056.25,6056.25,1,0,1,1,-69,7182
286,2025-06-11 22:52:00,6056.50,6056.75,6056.50,6056.50,6,3,9,3,-66,7191
287,2025-06-11 22:53:00,6056.50,6056.50,6056.50,6056.50,1,0,1,1,-65,7192
288,2025-06-11 22:55:00,6055.50,6056.00,6055.50,6056.00,2,2,4,0,-65,7196
289,2025-06-11 22:56:00,6056.50,6056.50,6056.00,6056.25,1,3,4,-2,-67,7200
290,2025-06-11 22:57:00,6056.50,6056.75,6056.50,6056.75,4,3,7,1,-66,7207
291,2025-06-11 22:58:00,6056.75,6057.50,6056.75,6057.50,3,2,5,1,-65,7212
292,2025-06-11 22:59:00,6057.00,6057.00,6057.00,6057.00,1,0,1,1,-64,7213
293,2025-06-11 23:00:00,6057.00,6057.75,6057.00,6057.75,8,3,11,5,-59,7224
294,2025-06-11 23:01:00,6058.00,6059.25,6058.00,6058.75,19,6,25,13,-46,7249
295,2025-06-11 23:02:00,6058.75,6058.75,6058.75,6058.75,1,0,1,1,-45,7250
296,2025-06-11 23:03:00,6058.75,6058.75,6057.75,6058.00,6,13,19,-7,-52,7269
297,2025-06-11 23:04:00,6058.00,6058.00,6057.50,6057.50,4,3,7,1,-51,7276
298,2025-06-11 23:05:00,6058.00,6058.50,6058.00,6058.50,0,5,5,-5,-56,7281
299,2025-06-11 23:06:00,6058.50,6058.50,6058.50,6058.50,1,0,1,1,-55,7282
300,2025-06-11 23:08:00,6058.50,6058.50,6057.25,6057.50,9,16,25,-7,-62,7307
301,2025-06-11 23:09:00,6058.00,6059.50,6058.00,6058.75,11,6,17,5,-57,7324
302,2025-06-11 23:10:00,6058.50,6058.50,6057.25,6057.25,4,10,14,-6,-63,7338
303,2025-06-11 23:11:00,6058.00,6058.00,6057.75,6057.75,0,2,2,-2,-65,7340
304,2025-06-11 23:12:00,6056.75,6058.00,6056.50,6058.00,5,4,9,1,-64,7349
305,2025-06-11 23:13:00,6058.00,6059.25,6057.50,6059.00,6,7,13,-1,-65,7362
306,2025-06-11 23:14:00,6059.50,6060.50,6059.50,6060.00,10,5,15,5,-60,7377
307,2025-06-11 23:15:00,6060.50,6061.00,6060.50,6061.00,4,0,4,4,-56,7381
308,2025-06-11 23:16:00,6060.75,6061.50,6060.50,6061.50,14,9,23,5,-51,7404
309,2025-06-11 23:17:00,6061.25,6061.50,6060.75,6061.25,14,6,20,8,-43,7424
310,2025-06-11 23:18:00,6061.00,6061.75,6061.00,6061.75,4,5,9,-1,-44,7433
311,2025-06-11 23:19:00,6061.75,6062.25,6061.75,6062.00,5,2,7,3,-41,7440
312,2025-06-11 23:20:00,6062.00,6062.00,6062.00,6062.00,0,1,1,-1,-42,7441
313,2025-06-11 23:21:00,6062.00,6062.00,6062.00,6062.00,3,2,5,1,-41,7446
314,2025-06-11 23:22:00,6062.00,6062.25,6062.00,6062.25,2,0,2,2,-39,7448
315,2025-06-11 23:23:00,6062.50,6062.50,6062.25,6062.25,6,2,8,4,-35,7456
316,2025-06-11 23:24:00,6062.25,6064.00,6062.25,6064.00,21,13,34,8,-27,7490
317,2025-06-11 23:25:00,6064.00,6064.00,6063.00,6063.50,10,39,49,-29,-56,7539
318,2025-06-11 23:26:00,6063.50,6064.00,6063.50,6063.50,11,12,23,-1,-57,7562
319,2025-06-11 23:27:00,6064.25,6064.75,6064.25,6064.25,9,7,16,2,-55,7578
320,2025-06-11 23:28:00,6064.75,6065.25,6064.75,6065.25,8,10,18,-2,-57,7596
321,2025-06-11 23:29:00,6065.25,6065.25,6065.00,6065.00,2,4,6,-2,-59,7602
322,2025-06-11 23:31:00,6065.00,6065.00,6064.75,6064.75,2,8,10,-6,-65,7612
323,2025-06-11 23:32:00,6065.00,6065.00,6065.00,6065.00,1,0,1,1,-64,7613
324,2025-06-11 23:34:00,6065.00,6065.00,6065.00,6065.00,1,0,1,1,-63,7614
325,2025-06-11 23:35:00,6064.75,6064.75,6064.75,6064.75,0,2,2,-2,-65,7616
326,2025-06-11 23:36:00,6065.00,6065.00,6064.75,6064.75,1,1,2,0,-65,7618
327,2025-06-11 23:37:00,6065.00,6065.00,6065.00,6065.00,3,0,3,3,-62,7621
328,2025-06-11 23:38:00,6065.00,6065.75,6065.00,6065.50,7,8,15,-1,-63,7636
329,2025-06-11 23:39:00,6065.25,6065.75,6065.25,6065.75,7,0,7,7,-56,7643
330,2025-06-11 23:40:00,6065.75,6066.00,6065.50,6065.75,8,7,15,1,-55,7658
331,2025-06-11 23:41:00,6065.50,6065.50,6065.50,6065.50,1,5,6,-4,-59,7664
332,2025-06-11 23:42:00,6065.00,6065.00,6065.00,6065.00,0,4,4,-4,-63,7668
333,2025-06-11 23:43:00,6065.25,6065.25,6065.25,6065.25,0,2,2,-2,-65,7670
334,2025-06-11 23:44:00,6065.00,6065.00,6064.75,6064.75,1,1,2,0,-65,7672
335,2025-06-11 23:45:00,6064.75,6065.25,6064.75,6065.25,3,1,4,2,-63,7676
336,2025-06-11 23:46:00,6065.50,6065.75,6065.50,6065.50,8,3,11,5,-58,7687
337,2025-06-11 23:47:00,6065.00,6065.00,6065.00,6065.00,0,3,3,-3,-61,7690
338,2025-06-11 23:48:00,6064.75,6065.00,6064.50,6065.00,6,5,11,1,-60,7701
